stationcode,sampledate,evaluator,channeltype,bottom,bottomcomments,rightsideofstructure,rightsidecomments,leftsideofstructure,leftsidecomments,masterid,smc_lu,latitude,longitude,huc,class_do,class_do_f
911M24926,2016-03-23T07:00:00Z,B. Isham,Natural,NA,NA,NA,NA,NA,NA,911M24926,Open,32.59782,-116.65687,911,Natural,0
911M24934,2017-04-04T07:00:00Z,B.Isham,Natural,NA,NA,NA,NA,NA,NA,911M24934,Open,32.76761,-116.65057,911,Natural,0
911M24945,2017-04-04T07:00:00Z,B.Isham,Natural,NA,NA,NA,NA,NA,NA,911M24945,Open,32.74334,-116.46741,911,Natural,0
911M24949,2018-04-11T07:00:00Z,B. Isham,Natural,NA,,NA,,NA,,911M24949,Open,32.80946,-116.43979,911,Natural,0
911M24957,2018-05-17T07:00:00Z,B. Isham,Natural,NA,,NA,,NA,,911M24957,Open,32.67449,-116.5657,911,Natural,0
911M24981,2020-06-18T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,911M24981,Open,32.83264,-116.54798,911,Natural,0
911M24982,2022-04-11T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,911M24982,Open,32.68804,-116.67813,911,Natural,0
911MCCBML,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911MCCBML,Open,32.67583,-116.58306,911,Natural,0
911NCPCR2,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911NCPCR2,Open,32.86391,-116.50865,911,Natural,0
911NCPCRx,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911NCPCRx,Open,32.86408,-116.51847,911,Natural,0
911NP9ATC,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911NP9ATC,Open,32.76824,-116.41757,911,Natural,0
911NP9UCW,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911NP9UCW,Open,32.81829,-116.49235,911,Natural,0
911PCH80x,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911PCH80x,Open,32.83719,-116.53636,911,Natural,0
911TCCTCx,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911TCCTCx,Open,32.80778,-116.44,911,Natural,0
911TJIND2,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911TJIND2,Open,32.89752,-116.50406,911,Natural,0
911TJKC1x,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911TJKC1x,Open,32.7598,-116.45078,911,Natural,0
911TJKTC5,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911TJKTC5,Open,32.75288,-116.45197,911,Natural,0
911TJLAP4,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911TJLAP4,Open,32.69992,-116.47914,911,Natural,0
911TJLCC2,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911TJLCC2,Open,32.77887,-116.44162,911,Natural,0
911TJNPC2,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911TJNPC2,Open,32.8653,-116.51815,911,Natural,0
911TJPC2x,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911TJPC2x,Open,32.85311,-116.52273,911,Natural,0
911TJPVC1,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911TJPVC1,Open,32.83572,-116.54322,911,Natural,0
911TJWIL3,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911TJWIL3,Open,32.69361,-116.69528,911,Natural,0
911TTJR01,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911TTJR01,Open,32.56556,-116.77167,911,Natural,0
412LARRHO,1950-01-01T08:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,LALT500,Urban,33.9377,-118.1707,412,Hard bottom,4
LALT501,1950-01-01T08:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,LALT501,Urban,34.08009,-118.22419,412,Hard bottom,4
LALT503,1950-01-01T08:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,LALT503,Urban,34.14832,-118.38907,412,Hard bottom,4
LC-133,2020-05-19T07:00:00Z,W. Willis,Natural,NA,,NA,,NA,,LC-133,Open,33.57853,-117.76178,901,Natural,0
ME-CC,2017-05-30T07:00:00Z,Wendy Willis,Engineered,Hard,NA,Hard,NA,Hard,NA,ME-CC,Agricultural,34.17912,-119.03968,408,Hard bottom,4
SMC00324,2015-06-17T07:00:00Z,Karin Wisenbaker,Natural,NA,NA,NA,NA,NA,NA,ME-SCR,Agricultural,34.30063,-119.1097,403,Natural,0
ME-VR2,2020-07-01T07:00:00Z,K. Wisenbaker,Engineered,Soft,,Soft,,Hard,And grouted rock,ME-VR2,Urban,34.34584,-119.29948,402,Soft bottom-1 hard side,2
REF-TCAS,2020-05-19T07:00:00Z,W. Willis,Natural,NA,,NA,,NA,,REF-TCAS,Open,33.67399,-117.53722,901,Natural,0
SGLT506,2022-06-20T07:00:00Z,Damon Owen,Engineered,Soft,,Hard,,Hard,,SGLT506,Urban,34.06173,-117.99129,405,Soft bottom-2 hard sides,3
SGUR103,2010-07-22T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SGUR103,Open,34.23218,-118.05822,405,Natural,0
SGUT502,2015-07-06T07:00:00Z,Karin Wisenbaker,Natural,NA,NA,NA,NA,NA,NA,SGUT502,Open,34.2283,-117.76593,405,Natural,0
SGUT503,2015-07-08T07:00:00Z,Karin Wisenbaker,Natural,NA,NA,NA,NA,NA,NA,SGUT503,Open,34.29216,-117.83856,405,Natural,0
SMC00044,2008-06-05T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC00044,SMC_out,34.23585,-118.17152,412,Natural,0
SMC00080,2008-06-06T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC00080,Open,34.32909,-118.08188,412,Natural,0
SMC00096,2008-06-25T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC00096,Urban,34.09451,-117.78462,405,Hard bottom,4
SMC00105,2020-05-18T07:00:00Z,W. Willis,Natural,NA,,NA,,NA,,SMC00105,Open,33.74651,-117.58423,801,Natural,0
SMC00108,2008-06-05T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC00108,SMC_out,34.20727,-118.03128,412,Natural,0
SMC00144,2008-06-20T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC00144,Open,34.26705,-117.78759,405,Natural,0
SMC00153,2009-06-08T07:00:00Z,Damon Owen,Engineered,Soft,NA,Hard,NA,Hard,NA,SMC00153,Urban,33.22193,-117.34611,903,Soft bottom-2 hard sides,3
SMC00184,2008-06-12T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC00184,Urban,34.22031,-118.58713,412,Hard bottom,4
SMC00190,2008-06-25T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC00190,Urban,34.01488,-118.04783,405,Hard bottom,4
SMC00198,2022-05-25T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,SMC00198,Urban,32.93709,-117.13851,906,Natural,0
SMC00206,2016-05-17T07:00:00Z,Brianna Jones,Natural,NA,NA,NA,NA,NA,NA,SMC00206,Urban,33.54359,-117.65963,901,Natural,0
SMC00208,2008-06-18T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC00208,Open,34.24464,-117.90908,405,Natural,0
SMC00220,2008-06-06T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC00220,Open,34.26605,-118.13692,412,Natural,0
SMC00236,2021-07-08T07:00:00Z,K. Wisenbaker,Engineered,Hard,,Hard,,Hard,,SMC00236,Urban,34.08951,-117.94783,405,Hard bottom,4
SMC00244,2008-06-25T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC00244,SMC_out,34.23963,-118.4096,412,Hard bottom,4
SMC00254,2022-05-04T07:00:00Z,K. Wisenbaker,Engineered,Hard,,Hard,,Hard,,SMC00254,Urban,33.83758,-118.05377,845,Hard bottom,4
SMC00288,2017-06-14T07:00:00Z,Scott Johnson,Natural,NA,NA,NA,NA,NA,NA,SMC00288,Urban,34.13118,-117.76,405,Natural,0
SMC00318,2022-06-21T07:00:00Z,S. Johnson,Engineered,Hard,,Hard,,Hard,,SMC00318,Urban,33.81287,-118.20558,412,Hard bottom,4
SMC00345,2011-07-19T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC00345,Urban,33.21048,-117.22484,904,Natural,0
SMC00382,2018-06-21T07:00:00Z,Alexis Wallengren,Engineered,Hard,,Hard,,Hard,,SMC00382,Urban,34.04437,-117.99413,405,Hard bottom,4
SMC00428,2022-06-09T07:00:00Z,K. Wisenbaker,Natural,NA,,NA,,NA,,SMC00428,Open,34.2481,-118.04976,405,Natural,0
SMC00436,2017-05-31T07:00:00Z,Wendy Willis,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC00436,Urban,34.149,-118.27863,412,Hard bottom,4
SMC00440,2009-05-20T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC00440,Urban,34.28658,-118.52966,412,Natural,0
SMC00446,2010-07-01T07:00:00Z,B.Jones,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC00446,Urban,34.02018,-118.04627,405,Soft bottom-0 hard sides,1
SMC00457,2009-06-04T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC00457,Agricultural,33.2337,-117.09391,903,Natural,0
SMC00464,2022-07-27T07:00:00Z,S. Johnson,Natural,NA,,NA,,NA,,SMC00464,Open,34.24152,-117.86683,405,Natural,0
SMC00473,2022-05-25T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,SMC00473,Urban,33.03916,-117.15802,905,Natural,0
SMC00476,2009-06-08T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC00476,Open,34.24209,-118.13381,412,Natural,0
SMC00479,2011-07-13T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC00479,Urban,34.2634,-119.24095,407,Hard bottom,4
SMC00480,2018-07-02T07:00:00Z,Karin Wisenbaker,Natural,NA,,NA,,NA,,SMC00480,Open,34.23434,-117.73155,405,Natural,0
SMC00520,2017-04-25T07:00:00Z,Karin Wisenbaker,Natural,NA,NA,NA,NA,NA,NA,SMC00520,Open,34.29626,-118.28252,412,Natural,0
SMC00544,2020-06-24T07:00:00Z,K. Wisenbaker,Natural,NA,,NA,,NA,,SMC00544,Open,34.14677,-117.74153,405,Natural,0
SMC00574,2022-07-21T07:00:00Z,S. Johnson,Engineered,Hard,,Hard,,Hard,,SMC00574,Urban,33.87972,-118.10851,405,Hard bottom,4
SMC00608,2020-08-11T07:00:00Z,K. Wisenbaker,Engineered,Hard,,Hard,,Hard,,SMC00608,Urban,34.12344,-117.90223,405,Hard bottom,4
SMC00632,2011-06-13T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC00632,Urban,34.14874,-118.55604,412,Hard bottom,4
SMC00665,2011-07-27T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC00665,Urban,33.274,-117.23159,903,Natural,0
SMC00670,2015-06-23T07:00:00Z,Karin Wisenbaker,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC00670,Urban,33.86925,-117.90916,845,Hard bottom,4
SMC00684,2011-06-27T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC00684,Urban,34.09698,-118.02373,412,Hard bottom,4
SMC00686,2011-06-27T07:00:00Z,B.Jones,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC00686,Urban,34.0322,-117.83819,405,Soft bottom-0 hard sides,1
SMC00693,2010-05-31T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC00693,Agricultural,33.2964,-117.08556,903,Natural,0
SMC00702,2011-07-19T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC00702,Urban,33.87795,-118.00297,845,Hard bottom,4
SMC00710,2009-05-19T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC00710,Urban,32.88934,-117.20028,906,Natural,0
SMC00729,2009-06-03T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC00729,Urban,33.13525,-117.17488,904,Natural,0
SMC00748,2011-06-21T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC00748,Urban,34.07548,-118.0788,412,Hard bottom,4
SMC00756,1950-01-01T08:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC00756,Urban,34.14956,-118.39156,412,Hard bottom,4
SMC00766,2011-07-11T07:00:00Z,B.Jones,Engineered,Soft,NA,Soft,looks earthen from photos and aerial view but may have engineered features?,Soft,looks earthen from photos and aerial view but may have engineered features?,SMC00766,Urban,33.65718,-117.83739,801,Soft bottom-0 hard sides,1
SMC00827,2022-06-07T07:00:00Z,S. Johnson,Natural,NA,,NA,,NA,,SMC00827,Open,34.55734,-119.18833,403,Natural,0
SMC00830,2011-06-21T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC00830,Urban,33.94305,-118.16606,412,Hard bottom,4
SMC00857,2011-07-13T07:00:00Z,Damon Owen,Engineered,Soft,NA,Hard,NA,Hard,NA,SMC00857,Urban,33.24609,-117.30088,903,Soft bottom-2 hard sides,3
SMC00863,2020-06-25T07:00:00Z,K. Wisenbaker,Engineered,Soft,,Soft,,Soft,,SMC00863,SMC_out,34.37417,-119.21534,402,Soft bottom-0 hard sides,1
SMC00864,2017-05-02T07:00:00Z,Karin Wisenbaker,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC00864,SMC_out,34.09481,-117.85561,405,Hard bottom,4
SMC00873,2020-05-21T07:00:00Z,K. Wisenbaker,Natural,NA,,NA,,NA,,SMC00873,Urban,33.59849,-117.62668,901,Natural,0
SMC00899,2022-04-19T07:00:00Z,K. Wisenbaker,Engineered,Hard,,Hard,,Hard,,SMC00899,Urban,33.71747,-117.7888,801,Hard bottom,4
SMC00910,2009-04-30T07:00:00Z,B.Jones,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC00910,Open,33.51383,-117.74426,901,Soft bottom-0 hard sides,1
SMC00911,2009-06-04T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC00911,Open,34.50797,-119.29854,402,Natural,0
SMC00921,2010-06-02T07:00:00Z,Damon Owen,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC00921,Urban,33.10624,-117.11573,904,Soft bottom-0 hard sides,1
SMC00924,2021-06-14T07:00:00Z,K. Wisenbaker,Natural,NA,,NA,,NA,,SMC00924,Open,34.22394,-118.18053,412,Natural,0
SMC00926,2010-06-28T07:00:00Z,B.Jones,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC00926,Urban,33.90739,-117.88296,845,Soft bottom-0 hard sides,1
SMC00957,2022-05-24T07:00:00Z,Damon Owen,Natural,NA,,NA,,NA,,SMC00957,Urban,33.96195,-117.37075,801,Natural,0
SMC00958,2011-07-19T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Hard,half of reach concrete other half rock,SMC00958,Urban,33.82532,-117.99894,845,Soft bottom-2 hard sides,3
SMC00963,2010-06-17T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC00963,Urban,33.56401,-117.6514,901,Natural,0
SMC01004,2009-05-26T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC01004,Urban,34.15016,-118.16579,412,Hard bottom,4
SMC01013,2010-06-28T07:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,SMC01013,Urban,33.48059,-117.14397,902,Natural,0
SMC01040,2009-06-09T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC01040,Open,34.30553,-118.15792,412,Natural,0
SMC01046,2009-05-21T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC01046,Urban,32.79509,-117.18494,906,Natural,0
SMC01049,2014-07-09T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC01049,Urban,33.17733,-117.20403,904,Natural,0
SMC01096,2022-06-14T07:00:00Z,Damon Owen,Natural,NA,,NA,,NA,,SMC01096,Open,34.28465,-118.29343,412,Natural,0
SMC01151,2009-06-17T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC01151,Agricultural,34.3723,-118.97196,403,Natural,0
SMC01155,2009-05-12T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC01155,Open,33.7606,-117.67949,801,Natural,0
SMC01158,2009-06-08T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC01158,Agricultural,32.96281,-117.16676,906,Natural,0
SMC01161,2010-05-27T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC01161,Agricultural,33.44661,-117.25532,902,Natural,0
SMC01164,2011-06-24T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC01164,Open,34.35078,-118.57968,403,Natural,0
SMC01172,2009-06-24T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC01172,Open,34.0816,-118.85826,404,Natural,0
SMC01174,2011-07-19T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC01174,Urban,33.01677,-117.01646,905,Natural,0
SMC01196,2010-07-14T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC01196,Open,34.27835,-118.02952,412,Natural,0
SMC01201,2010-06-02T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC01201,Urban,33.08584,-117.05528,905,Natural,0
SMC01208,2020-07-14T07:00:00Z,W. Willis,Engineered,Hard,,Hard,,Hard,,SMC01208,Urban,34.19015,-118.5365,412,Hard bottom,4
SMC01215,2011-07-13T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC01215,Urban,34.33968,-119.06784,403,Natural,0
SMC01248,2019-08-08T07:00:00Z,A. Wallengren,Natural,NA,,NA,,NA,,SMC01248,Open,34.25895,-117.74499,405,Natural,0
SMC01257,2011-06-16T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,reach half rock half earthen,Hard,reach half rock half earthen,SMC01257,Urban,33.60842,-117.61859,901,Soft bottom-2 hard sides,3
SMC01258,2009-05-27T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC01258,Urban,32.64949,-117.05886,909,Natural,0
SMC01260,2019-08-05T07:00:00Z,A. Wallengren,Engineered,Hard,,Hard,,Hard,,SMC01260,Urban,34.06502,-117.97473,405,Hard bottom,4
SMC01278,2016-06-23T07:00:00Z,Karin Wisenbaker,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC01278,Urban,33.82099,-118.06645,405,Hard bottom,4
SMC01288,2008-06-12T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC01288,SMC_out,34.18005,-118.31531,412,Hard bottom,4
SMC01320,2022-06-22T07:00:00Z,Damon Owen,Natural,NA,,NA,,NA,,SMC01320,Open,34.29856,-118.25082,412,Natural,0
SMC01341,2009-06-22T07:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,SMC01341,Urban,33.94614,-117.5621,801,Natural,0
SMC01358,2011-06-21T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC01358,Urban,33.90965,-118.24673,412,Hard bottom,4
SMC01372,2010-07-13T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC01372,Agricultural,34.43437,-118.61386,403,Natural,0
SMC01384,2018-06-19T07:00:00Z,DO/NC,Natural,NA,NA,NA,NA,NA,NA,SMC01384,Open,34.0646,-118.70091,404,Natural,0
SMC01413,2012-07-09T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC01413,Open,33.30552,-116.80627,903,Natural,0
SMC01424,2009-07-01T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC01424,Open,34.24075,-117.81585,405,Natural,0
SMC01452,2010-07-15T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC01452,Urban,34.09095,-118.06675,412,Hard bottom,4
SMC01454,2020-07-23T07:00:00Z,W. Willis,Engineered,Soft,,Hard,,Hard,,SMC01454,Urban,33.95504,-117.86127,405,Soft bottom-2 hard sides,3
SMC01460,2008-06-12T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC01460,Urban,34.15225,-118.32693,412,Hard bottom,4
SMC01464,2012-06-07T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC01464,Urban,34.27516,-118.52666,412,Hard bottom,4
SMC01504,2011-06-28T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC01504,Open,34.25327,-117.71385,405,Natural,0
SMC01512,2010-06-23T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC01512,Urban,34.27641,-118.67252,408,Hard bottom,4
SMC01544,2021-06-15T07:00:00Z,K. Wisenbaker,Natural,NA,,NA,,NA,,SMC01544,Open,34.29729,-118.24843,412,Natural,0
SMC01550,2009-06-25T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC01550,Open,34.05626,-118.84901,404,Natural,0
SMC01555,2011-06-23T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC01555,Urban,33.54998,-117.77966,901,Hard bottom,4
SMC01567,2010-06-09T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC01567,Open,34.50959,-119.38373,402,Natural,0
SMC01606,2009-05-26T07:00:00Z,Damon Owen,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC01606,Urban,32.84198,-117.23481,906,Hard bottom,4
SMC01640,2015-06-30T07:00:00Z,Damon Owen. Melissa Mathis,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC01640,Urban,34.15335,-118.69679,404,Hard bottom,4
SMC01656,2012-06-06T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC01656,Urban,34.15633,-118.53627,412,Hard bottom,4
SMC01662,2020-06-08T07:00:00Z,W. Willis,Engineered,Hard,,Hard,,Hard,,SMC01662,Urban,33.9248,-117.95665,845,Hard bottom,4
SMC01676,2010-07-13T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC01676,Agricultural,34.41931,-118.62961,403,Natural,0
SMC01684,2009-06-03T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC01684,Agricultural,34.27906,-118.91591,408,Hard bottom,4
SMC01689,2012-07-05T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC01689,Urban,33.26814,-117.23574,903,Natural,0
SMC01692,2011-06-20T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Soft,NA,SMC01692,Urban,34.19798,-118.16972,412,Soft bottom-1 hard side,2
SMC01694,2018-08-06T07:00:00Z,Karin Wisenbaker,Engineered,Soft,,Hard,,Hard,,SMC01694,Urban,33.92,-117.90272,845,Soft bottom-2 hard sides,3
SMC01716,2010-06-08T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC01716,Urban,34.2073,-118.49727,412,Hard bottom,4
SMC01717,2009-05-28T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC01717,Agricultural,33.34014,-117.13232000000001,903,Natural,0
SMC01726,2019-06-06T07:00:00Z,A. Wallengren,Engineered,Hard,,Hard,,Hard,,SMC01726,Urban,33.86351,-117.98816,845,Hard bottom,4
SMC01748,2009-06-03T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Soft,NA,SMC01748,Urban,34.28747,-118.82744,408,Soft bottom-1 hard side,2
SMC01772,2012-07-11T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC01772,Urban,34.11001,-118.1228,412,Hard bottom,4
SMC01808,2019-07-09T07:00:00Z,K. Wisenbaker,Natural,NA,,NA,,NA,,SMC01808,Open,34.3094,-118.07316,412,Natural,0
SMC01824,2012-06-21T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC01824,Urban,34.09116,-117.75598,405,Hard bottom,4
SMC01860,2022-07-18T07:00:00Z,S. Johnson,Engineered,Soft,,Hard,,Hard,,SMC01860,Urban,34.224,-118.97911,408,Soft bottom-2 hard sides,3
SMC01881,2013-07-09T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC01881,Urban,33.23548,-117.34167,903,Natural,0
SMC01902,2020-07-16T07:00:00Z,K. Wisenbaker,Engineered,Hard,,Hard,,Hard,,SMC01902,Urban,34.01036,-117.85602,405,Hard bottom,4
SMC01909,2014-07-10T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC01909,Agricultural,33.311279999999996,-117.13885,903,Natural,0
SMC01912,2012-07-12T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC01912,Urban,34.23429,-118.60295,412,Hard bottom,4
SMC01923,2022-05-10T07:00:00Z,K. Wisenbaker,Engineered,Soft,,Soft,,Soft,,SMC01923,Urban,33.67221,-117.78872,801,Soft bottom-0 hard sides,1
SMC01934,2012-06-15T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Hard,NA,SMC01934,Urban,33.49,-117.66595,901,Soft bottom-2 hard sides,3
SMC01960,2022-06-15T07:00:00Z,S. Johnson,Engineered,Soft,,Hard,,Hard,,SMC01960,Urban,34.26554,-118.75916,408,Soft bottom-2 hard sides,3
SMC01962,2014-07-17T07:00:00Z,Damon Owen,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC01962,Urban,32.66067,-117.03919,909,Soft bottom-0 hard sides,1
SMC01972,2010-06-07T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC01972,Urban,34.24018,-118.49564,412,Hard bottom,4
SMC01979,2011-07-14T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC01979,Open,34.45205,-119.13624,403,Natural,0
SMC01982,2020-07-23T07:00:00Z,W. Willis,Engineered,Hard,,Hard,,Hard,,SMC01982,Urban,33.91694,-118.03836,405,Hard bottom,4
SMC01987,2012-06-15T07:00:00Z,B.Jones,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC01987,Urban,33.59028,-117.71185,901,Soft bottom-0 hard sides,1
SMC01990,2014-07-08T07:00:00Z,Damon Owen,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC01990,Urban,32.79653,-117.11327,907,Soft bottom-0 hard sides,1
SMC02006,2009-05-26T07:00:00Z,Damon Owen,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02006,Urban,32.83083,-116.98486,907,Hard bottom,4
